campaign_id,minimum_transaction_amount,maximum_transaction_amount,installment_count,installment_cost_rate,installment_cost_text,evidence_text,extracted_at
296,,,4,,,"Opmar Optik’te 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Opmar Optik’te 4 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Optik Ziraat Katılım Bankkart kredi kartınız ile Opmar Optik 'te yapaca",2026-08-10T13:45:46+00:00
297,,,4,,,"Kuyum, Optik ve Saat Opmar Optik’te 4 Taksit Son Gün 31.08.2026 Kuyum, Optik ve Saat Opmar Optik’te 4 Taksit Son Gün 31.08.2026 Detaylar",2026-08-10T13:45:46+00:00
298,,,4,,,"Oxxo’da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Oxxo’da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Oxxo 'da yapacağınız alı",2026-08-10T13:45:46+00:00
299,,,4,,,"Panço’da 3 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Panço’da 3 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Panço 'da yapacağınız ",2026-08-10T13:45:46+00:00
300,,,6,,,"PETLAS'ta Peşin Fiyatına 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv PETLAS'ta Peşin Fiyatına 6 Taksit Kampanya Dönemi 01-04-2025 - 31-12-2026 Sektör: Diğer Ziraat Katılım Bankkart kredi kartınız ile Pe",2026-08-10T13:45:46+00:00
301,,,9,,,"Puffy'de 6'ya varan Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Puffy'de 6'ya varan Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile ",2026-08-10T13:45:46+00:00
302,,,4,,,Son Gün 07.08.2026 Detaylar Diğer Kampanyalar Michelin’de 4 Taksit Son Gün 31.08.2026 Diğer Kampanyalar Michelin’de 4 Taksit Son Gün 31.08.2026 Detaylar Diğer Kampanyalar İlk Bankkart Kredi Kartınıza 5.000 TL Bankkart Lira!,2026-08-10T13:45:46+00:00
303,,,4,,,"Ramsey’de 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Ramsey’de 4 Taksit Kampanya Dönemi 12-06-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile RAMSEY mağazalarında",2026-08-10T13:45:46+00:00
304,,,5,,,"Sağlık Sektöründe +5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Sağlık Sektöründe +5 Taksit Kampanya Dönemi 01-04-2025 - 31-12-2026 Sektör: Sağlık Hizmetleri, Sağlık Ürünleri Ziraat Katılım Bankkart kred",2026-08-10T13:45:46+00:00
305,,,4,,,"Samsonite’ta 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Samsonite’ta 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Giyim ve Aksesuar Ziraat Katılım Bankkart kredi kartınız ile Samsonite 'ta ",2026-08-10T13:45:46+00:00
306,,,2,,,"Tespo’da 2 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Tespo’da 2 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Market ve Gıda Ziraat Katılım Bankkart kredi kartınız ile Tespo 'da yapacağınız alı",2026-08-10T13:45:46+00:00
307,,,5,,,Diğer Kampanyalar Michelin’de 4 Taksit Son Gün 31.08.2026 Diğer Kampanyalar Michelin’de 4 Taksit Son Gün 31.08.2026 Detaylar Diğer Kampanyalar Sağlık Sektöründe +5 Taksit Son Gün 31.12.2026 Diğer Kampanyalar Sağlık Sektöründe +5 Taksit Son Gün 31.12.2026 Detaylar Diğer Kampanyalar İlk Bankkart Kredi Kartınıza 5.000 TL Bankkart Lira!,2026-08-10T13:45:46+00:00
308,,,6,,,"Trendyol'da 6'ya varan Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Trendyol'da 6'ya varan Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Diğer Ziraat Katılım Bankkart kredi kartınız ile tek seferd",2026-08-10T13:45:46+00:00
310,,,5,,,"Troy'da 5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Troy'da 5 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Elektronik Ziraat Katılım Bankkart kredi kartınız ile Troy 'da yapacağınız alışverişl",2026-08-10T13:45:46+00:00
311,,,6,,,"Türk Hava Yolları'nda 6 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Türk Hava Yolları'nda 6 Taksit Kampanya Dönemi 01-05-2025 - 31-08-2026 Sektör: Havayolları Ziraat Katılım Bankkart kredi kartınız ile Tü",2026-08-10T13:45:46+00:00
312,,,9,,,"Uğur Derin Dondurucu’da 9 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Uğur Derin Dondurucu’da 9 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Beyaz Eşya ve Ev Aletleri Ziraat Katılım Bankkart kre",2026-08-10T13:45:46+00:00
313,,,5,,,"Vatan’da 3 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Vatan’da 3 Taksit Kampanya Dönemi 01-04-2025 - 31-08-2026 Sektör: Elektronik Ziraat Katılım Bankkart kredi kartınız ile Vatan 'da yapacağınız alışver",2026-08-10T13:45:46+00:00
314,,,8,,,"W Collection'da 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv W Collection'da 4 Taksit Kampanya Dönemi 01-03-2026 - 31-08-2026 Ziraat Katılım Bankkart kredi kartınız ile W Collection mağazalarından ve wco",2026-08-10T13:45:46+00:00
315,,,9,,,"Yataş Bedding'de 8 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Genel Kampanyalar 6 Turizm ve Seyahat 0 Hobi ve Oyuncak 15 Mobilya ve Dekorasyon 4 Beyaz Eşya ve Ev Aletleri 17 Giyim ve Aksesuar Arşiv Yataş Bedding'de 8 Taksit Kampanya Dönemi 30-05-2025 - 31-08-2026 Sektör: Mobilya ve Dekorasyon Ziraat Katılım Bankkart kredi kartınız ile Ya",2026-08-10T13:45:46+00:00
316,,,6,,,Son Gün 07.08.2026 Detaylar Turizm ve Seyahat Türk Hava Yolları'nda 6 Taksit Son Gün 31.08.2026 Turizm ve Seyahat Türk Hava Yolları'nda 6 Taksit Son Gün 31.08.2026 Detaylar Turizm ve Seyahat Enterprise'ta Araç Kiralamalarınızda %30 İndirim Son Gün 31.12.2026 Turizm ve Seyahat Enterprise'ta Araç Kiralamalarınızda %30 İndirim Son Gün 31.12.2026 Detaylar Turizm ve Seyahat Yolcu360'ta Yurt İçi Araç Kiralamalarınızda %10 İndirim Son Gün 31.12.2026 Turizm ve Seyahat Yolcu360'ta Yurt İçi Araç Kiralamal,2026-08-10T13:45:46+00:00
317,,,6,,,Son Gün 07.08.2026 Detaylar Turizm ve Seyahat Türk Hava Yolları'nda 6 Taksit Son Gün 31.08.2026 Turizm ve Seyahat Türk Hava Yolları'nda 6 Taksit Son Gün 31.08.2026 Detaylar,2026-08-10T13:45:46+00:00
319,,,,0.0,Vade farksız (%0),A101 de Vade Farksız 6 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
320,,,8,,,Alfemo’da Peşin fiyatına 8 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
323,,,4,,,Divarese’de 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
326,,,9,,,Dyson’da Peşin Fiyatına 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
328,,,,0.0,Vade farksız (%0),,2026-08-10T13:45:46+00:00
329,,,,0.0,Vade farksız (%0),Gürgençler’de Peşin Fiyatına 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
330,,,6,0.0,Vade farksız (%0),ITOPYA.COM'da Vade Farksız 6 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
331,,,7,,,İder Mobilya’da 7 Taksite %15 indirim Fırsatı!,2026-08-10T13:45:46+00:00
332,,,3,,,İncehesap.Com'da Peşin Fiyatına 3 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
333,,,4,,,İpekyol’da 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
334,,,5,,,Kip’te 5 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
336,,,,0.0,Vade farksız (%0),Monster Notebook’ta Peşin Fiyatına 12 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
337,,,3,,,N11'de Peşin Fiyatına 3 Taksit Fırsatı Dünya Katılım Paraf ile n11’de tek seferde yapılacak alışverişlerde peşin fiyatına 3 aya varan taksit imkanı sunulmaktadır.,2026-08-10T13:45:46+00:00
338,,,4,,,Network’te 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
339,,,,0.0,Vade farksız (%0),Paraf ile Demirdöküm’de 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
340,,,4,,,Paraf ile Evidea’da 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
341,,,5,,,Paraf ile Koçtaş'ta 5 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
342,,,6,,,Paraf İle ADV Mağazalarında 6 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
343,,,6,,,Paraf İle Damat Tween’de 6 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
344,,,6,,,Paraf İle Zsa Zsa Zsu Mağazalarında 6 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
345,,,6,0.0,Vade farksız (%0),Pazarama’da Peşin Fiyatına 6 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
346,,,5,,,Ramsey’de 5 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
348,,,9,,,Touristica.com.tr'de Peşin Fiyatına 9 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
349,,,9,,,Trendyol'da Peşin Fiyatına 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
351,,,4,,,Twist’te 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
352,,,,0.0,Vade farksız (%0),Vaillant’ta 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
353,,,4,,,Vakkorama’da 4 taksit Fırsatı!,2026-08-10T13:45:46+00:00
354,,,4,,,VAKKO’da 4 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
355,,,,0.0,Vade farksız (%0),Vatan’da Peşin Fiyatına 6 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
356,,,7,,,Vestel’de 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
357,,,8,,,Yataş’ta 8 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
358,50000.0,2000000.0,,,,,2026-08-10T13:45:46+00:00
397,,,3,,,"Kampanya Başlangıç ve Bitiş 01.08.2026 - 31.08.2026 Müşteri Ol Müşteri Ol Siz de Albaraka Mobil’den DASK sigortanızı kolayca yaptırın, evinizi koruma altına alırken Worldpuan ve taksit fırsatlarından yararlanın!",2026-08-10T13:45:46+00:00
400,10000.0,25000.0,,,,,2026-08-10T13:45:46+00:00
407,,,6,0.0,Vade farksız (%0),Sağlık Harcamalarına Vade Farksız 6 Taksit Kampanyası Albaraka Mobil Mobil Bankacılık Aç Sağlık Harcamalarına Vade Farksız 6 Taksit Kampanyası Kampanya Başlangıç ve Bitiş 01.08.2026 - 31.08.2026 Albaraka Mobil Albaraka Mobil TROY kredi kartlarınız ile yapacağınız 1.000 TL- 100.000 TL arası sağlık harcamalarınıza vade farksız 6 taksit fırsatı!,2026-08-10T13:45:46+00:00
409,45000.0,69999.0,12,,,"Peşin, 3 taksitli veya 6 taksitli alışverişlerden kampanyaya uygun olarak ilk yapılan alışveriş üzerinden Worldpuan kazanacaktır.",2026-08-10T13:45:46+00:00
410,45000.0,69999.0,12,,,"1-31 Ağustos 2026 tarihleri arasında Tatilbudur.com, TatilBudur mobil uygulaması ,TatilBudur çağrı merkezi ve acenteler üzerinden tek seferde yapılacak peşin, 3 taksitli veya 6 taksitli alışverişlerde seçili yurt içi ve Kuzey Kıbrıs otel, yurt dışı tur rezervasyonlarında geçerli; 45.000 TL-69.999 TL arası harcamaya 2.500 TL, 70.000 TL - 119.999 TL arası harcamaya 5.000 TL, 120.000 TL ve üzeri harcamaya 7.500 TL Worldpuan kazanılmaktadır.",2026-08-10T13:45:46+00:00
411,,,3,,,Casper.com.tr'de Peşin Fiyatına 3 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
412,100.0,1000.0,12,0.0,Vade farksız (%0),Hepsiburada'da Peşin Fiyatına 6 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
413,,,3,0.0,Vade farksız (%0),PttAVM.com'da Peşin Fiyatına 3 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
414,,,,0.0,Vade farksız (%0),Schafer Mağazalarında Vade Farksız 9 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
415,,,12,,,Paraf ile Yenilio'da Peşin Fiyatına 12 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
418,,,3,,,A101 Ekstra’da tüm cep telefonlarına Peşin Fiyatına 3 Taksit!,2026-08-10T13:45:46+00:00
420,,,3,,,A101 Ekstra’da tüm cep telefonlarına Peşin Fiyatına 3 Taksit!,2026-08-10T13:45:46+00:00
427,,,6,0.0,Vade farksız (%0),"Tüm marketlerde %5 yerine %10 iade Tüm restoranlarda %7,5 yerine %15 iade Tüm akaryakıtta %5 yerine %10 iade Tüm Pegasus’ta %50 iade Tüm giyimde vade farksız 3 yerine 6 taksit Tüm detay ve koşullar için Çok Kazananlar Kulübü sayfasını ziyaret edebilirsin.",2026-08-10T13:45:46+00:00
428,,,3,,,Hadi Taksitli Kredi ile derin dondurucu ve klimalarda PEŞİN FİYATINA 3 TAKSİT!,2026-08-10T13:45:46+00:00
430,,,6,0.0,%0 vade farkı,Eczanelerde Hadi Sağlık Kredisi ile %0 Vade Farkı ile 6 taksit!,2026-08-10T13:45:46+00:00
432,1000.0,20000.0,6,0.0,Vade farksız (%0),Giyim Alışverişlerinde Vade Farksız 3 Taksit!,2026-08-10T13:45:46+00:00
433,,,15,,,Hadi Alışveriş Kredisi ile Çetmen Mağazalarına Özel 15 Taksit!,2026-08-10T13:45:46+00:00
449,,,15,0.0,Vade farksız (%0),Hadi Mağazadan Alışveriş Kredisi ile Alpi Diş Hastanelerinde 15 Taksit!,2026-08-10T13:45:46+00:00
450,,,15,,,Hadi Mağazadan Alışveriş Kredisi ile Konfor Mağazalarına Özel 15 Taksit!,2026-08-10T13:45:46+00:00
451,,,12,,,Hadi Mağazadan Alışveriş Kredisi ile Samsung Beyaz Eşya Alışverişlerine 12 Taksit!,2026-08-10T13:45:46+00:00
453,,,2,,,Hadi Taksitli Kredi ile 2.500 TL ve üzeri harcamalarında 250 TL nakit iade!,2026-08-10T13:45:46+00:00
454,,,12,,,"Kampanya eczane harcamalarında 4.99 Vade Farkıyla 3 Taksit, diğer sağlık sektörü harcamalarında 4.99 Vade Farkıyla 3-6-9-12 Taksit ile sınırlıdır.",2026-08-10T13:45:46+00:00
465,,,12,0.99,"%0,99 vade farkı","memorial-hastanesinde-hadi-taksitli-kredi-ile-tedavi-ol-kolayca-ode | TOM Bank Hadi Hadi Taksitli Sağlık Kredisi ile Memorial harcamaların %0,99 vade farkına 3 taksit!",2026-08-10T13:45:46+00:00
466,,,3,,,Hadi Taksitli Kredi ile mobilya ve bisikletlerde PEŞİN FİYATINA 3 TAKSİT!,2026-08-10T13:45:46+00:00
467,,,10,0.0,Vade farksız (%0),Özel okul ödemelerinde vade farksız tam 10 taksit!,2026-08-10T13:45:46+00:00
469,,,3,,,"| TOM Bank Hadi Kampanya Tarihleri 26 Ocak - 30 Eylül 2026 Kampanya Detayları: Taksitli alışveriş limitini saniyeler içinde öğren, dilediğin akaryakıt istasyonunda harcamanı yap.",2026-08-10T13:45:46+00:00
471,,,3,0.0,Vade farksız (%0),Cep telefonlarında Çok Kazananlar Kulübü’ne Özel Taksitli Alışveriş Kredisi Vade Farksız 3 Taksit!,2026-08-10T13:45:46+00:00
472,,,,0.0,Vade farksız (%0),"| TOM Bank Hadi Kampanya Detayları: 1 Temmuz – 31 Aralık 2026 arasında, TOM Bank Çok Kazananlar Kulübü müşterilerine Hadi Veresiye ile yapılan tüm alışverişler vade farksız!",2026-08-10T13:45:46+00:00
473,1000.0,150000.0,,,,| TOM Bank Hadi 31.12.2026'ya kadar Hadi Taksitli Alışveriş Kredisi ile anlaşmalı Alfemo mobilya mağazalarından yapacağın mobilya alışverişlerinde vade farkı iade avantajı seni bekliyor!,2026-08-10T13:45:46+00:00
474,1000.0,150000.0,,,,| TOM Bank Hadi Kampanya Tarihleri 12 Mart - 31 Aralık 2026 31.12.2026'ya kadar Hadi Taksitli Alışveriş Kredisi ile anlaşmalı Divanev mobilya mağazalarından yapacağın mobilya alışverişlerinde vade farkı iade avantajı seni bekliyor!,2026-08-10T13:45:46+00:00
475,1000.0,150000.0,,,,| TOM Bank Hadi 31.12.2026'ya kadar Hadi Taksitli Alışveriş Kredisi ile anlaşmalı Doğtaş mobilya mağazalarından yapacağın mobilya alışverişlerinde vade farkı iade avantajı seni bekliyor!,2026-08-10T13:45:46+00:00
476,,,6,0.0,%0 vade farkı,| TOM Bank Hadi Hadi Kredi Kartlarınla 5.000 TL’ye kadar olan eczane harcamalarını %0 vade farkı ile 3 aya kadar sonradan taksitlendir.,2026-08-10T13:45:46+00:00
477,1000.0,150000.0,,,,| TOM Bank Hadi Kampanya Tarihleri 12 Mart - 31 Aralık 2026 31.12.2026'ya kadar Hadi Taksitli Alışveriş Kredisi ile anlaşmalı Enza Home mobilya mağazalarından yapacağın mobilya alışverişlerinde vade farkı iade avantajı seni bekliyor!,2026-08-10T13:45:46+00:00
478,1000.0,150000.0,,,,(ÖRN: KELEBEK 11111111111 01.01.1985) Hadi Taksitli Alışveriş Kredisi hakkında detaylı bilgi için tıklayın Kelebek hakkında detaylı bilgi almak için tıklayın Kampanya Hadi Taksitli Kredi limiti alışveriş tutarına yeterli olan müşteriler için geçerlidir.,2026-08-10T13:45:46+00:00
479,1000.0,150000.0,,,,| TOM Bank Hadi Kampanya Tarihleri 12 Mart - 31 Aralık 2026 31.12.2026'ya kadar Hadi Taksitli Alışveriş Kredisi ile anlaşmalı Puffy mobilya mağazalarından yapacağın mobilya alışverişlerinde vade farkı iade avantajı seni bekliyor!,2026-08-10T13:45:46+00:00
480,,,12,,,| TOM Bank Hadi 01.04.26-31.04.26 tarihleri arasında Hadi Alışveriş Kredisi ile Samsung S26 serisi cep telefonlarında peşin fiyatına 3 taksit fırsatı anlaşmalı Samsung mağazalarında seni bekliyor!,2026-08-10T13:45:46+00:00
481,,,6,0.0,%0 vade farkı,| TOM Bank Hadi Hadi Kredi Kartlarınla 50.000 TL’ye kadar olan sigorta ödemelerini %0 vade farkı ile 3 aya kadar sonradan taksitlendir.,2026-08-10T13:45:46+00:00
482,1000.0,150000.0,,,,| TOM Bank Hadi Kampanya Tarihleri 12 Mart - 31 Aralık 2026 31.12.2026'ya kadar Hadi Taksitli Alışveriş Kredisi ile anlaşmalı Yataş Bedding mobilya mağazalarından yapacağın mobilya alışverişlerinde vade farkı iade avantajı seni bekliyor!,2026-08-10T13:45:46+00:00
483,1000.0,150000.0,,,,,2026-08-10T13:45:46+00:00
484,,,12,,,TOM Bank Hadi Taksitli Alışveriş Kredisi ile Samsung cep telefonlarında 3 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
487,,,3,,,Hadi Taksitli Kredi ile A101 Ekstra’da Tüm Ürünlerde Peşin Fiyatına 3 Taksit!,2026-08-10T13:45:46+00:00
488,,,3,,,Hadi Taksitli Kredi ile TV ve beyaz eşya kategorisinde Peşin Fiyatına 3 Taksit!🤩 (GEÇMİŞ KAMPANYA) | TOM Bank Hadi Kampanya Tarihleri 17 Mart - 31 Mart 2025 Kampanya Detayları Kampanya 17-31 Mart 2025 tarihleri arasında geçerlidir.,2026-08-10T13:45:46+00:00
490,1000.0,30000.0,3,0.0,Vade farksız (%0),Hadi Black Kredi Kartı ile MTV Ödemelerinde Vade Farksız 3 taksit fırsatını kaçırma!,2026-08-10T13:45:46+00:00
493,15000.0,49999.0,,,,,2026-08-10T13:45:46+00:00
504,,,6,,,Metatechtr’de Peşin Fiyatına 9 aya varan taksit ve 6.000 TL’ye varan ParafPara!,2026-08-10T13:45:46+00:00
505,15000.0,29999.0,,,,,2026-08-10T13:45:46+00:00
507,,,,0.0,Vade farksız (%0),Paraf ile A101’de Vade Farksız 6 Aya Varan Taksit Fırsatı!,2026-08-10T13:45:46+00:00
509,,,6,,,Paraf ile ADV Mağazalarında 6 Taksit!,2026-08-10T13:45:46+00:00
510,,,8,,,Paraf ile Alfemo’da 8 Taksit Fırsatı!,2026-08-10T13:45:46+00:00
